url_path,views_total,views_unique
/go-gorm/gorm,4723,2924
/go-gorm/gorm/issues,1888,543
/go-gorm/gorm/search,735,187
/go-gorm/gorm/tags,347,128
/go-gorm/gorm/blob/master/logger/logger.go,259,168
/go-gorm/gorm/stargazers,253,228
/go-gorm/gorm/pulls,241,112
/go-gorm/gorm/blob/master/errors.go,189,158
/go-gorm/gorm/issues/3565,189,105
/go-gorm/gorm/tree/master/clause,146,97
